X,Y,OBJECTID,SchoolCode,School,PhysicalAddress,ESDCode,ESDName,LEACode,LEAName,SchoolCategory,AYPCode,GradeCategory,LowestGrade,HighestGrade,TK,CongressionalDistrict,LegislativeDistrict,County,GeoCoded_Y,GeoCoded_X,BldgLatitude,BldgLongitude
-13279796.0830128,5827543.34062041,2207,5165,Three Rivers Home Link,"1710 Van Giesen St, Richland, WA 99354-2832",11801,Educational Service District 123,3400,Richland School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 4,Legislative District 16,Benton,46.29371,-119.29451,46.293724,-119.294452
-13085234.4414231,6031203.8064424,2208,1769,Three Springs High School,"12414 S Andrus Rd, Cheney, WA 99004-8607",32801,Educational Service District 101,32360,Cheney School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 5,Legislative District 9,Spokane,47.543145,-117.547123,47.54327,-117.546675
-13579595.8734476,5978565.08099526,2209,4550,Thunder Mountain Middle School,"42018 264th Ave SE, Enumclaw, WA 98022-8367",17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 5,King,47.223106,-121.987509,47.2231,-121.9876
-13614294.1434071,6039078.61341046,2210,2141,Thurgood Marshall Elementary School,"2401 S Irving St, Seattle, WA 98144-3727",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 9,Legislative District 37,King,47.590959,-122.299846,47.591,-122.2993
-13686818.7940998,5952264.39269493,2211,4473,Thurgood Marshall Middle School,"3939 20th Ave NW, Olympia, WA 98502-8542",34801,Capital Region ESD 113,34111,Olympia School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 10,Legislative District 22,Thurston,47.06239,-122.950725,47.0624,-122.9508
-13685902.6359886,5944843.87366654,2212,3925,Thurs Co Juv Det/Tumwater West E,"2801 32nd Ave SW, Tumwater, WA 98512-6178",34801,Capital Region ESD 113,34033,Tumwater School District,Detention Center,J,Other,6,12,No,Congressional District 10,Legislative District 22,Thurston,47.017071,-122.942641,47.016972,-122.94257
-13443110.5323238,5893484.26249843,2213,3073,Tieton Elementary School,"711 Franklin Road, Tieton, WA 98947-9504",39801,Educational Service District 105,39203,Highland School District,"Public School,Regular School",P,Elementary School,3,5,No,Congressional District 4,Legislative District 15,Yakima,46.701437,-120.761454,46.701491,-120.761531
-13600857.8863676,6018306.03481139,2214,3702,Tiffany Park Elementary School,"1601 Lake Youngs Way SE, Renton, WA 98058-3817",17801,Puget Sound Educational Service District 121,17403,Renton School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 9,Legislative District 11,King,47.465199,-122.178553,47.465,-122.1786
-13306808.0613683,5994143.1785788,2215,5553,Tiger Cubs ECEAP,"35 K St SE, Ephrata, WA 98823-2503",4801,North Central Educational Service District 171,13165,Ephrata School District,"Public School,Preschool",P,PK Only,PK,PK,No,Congressional District 4,Legislative District 13,Grant,47.317809,-119.537134,47.318055,-119.537105
-13642569.3017401,5962516.62455131,2216,2651,Tillicum Elementary School,"8514 Maple St SW, Lakewood, WA 98498-2322",17801,Puget Sound Educational Service District 121,27400,Clover Park School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 10,Legislative District 28,Pierce,47.125148,-122.553502,47.1251,-122.5533
-13594929.0077766,6040389.12080406,2217,3435,Tillicum Middle School,"1280 160th Ave SE, Bellevue, WA 98008-5062",17801,Puget Sound Educational Service District 121,17405,Bellevue School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 9,Legislative District 41,King,47.599045,-122.125047,47.598939,-122.12534
-13567745.0170565,6028280.3651071,2218,5457,Timber Ridge Elementary School,"34412 SE Swenson Dr, Snoqualmie, WA 98065-5130",17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 8,Legislative District 12,King,47.525321,-121.881171,47.525539,-121.881142
-13586786.7629594,6068074.82153613,2219,4516,Timbercrest Middle School,"19115 215th Way NE, Woodinville, WA 98077-7191",17801,Puget Sound Educational Service District 121,17417,Northshore School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 45,King,47.766468,-122.051908,47.766376,-122.052197
-13670098.6105781,5943395.39520544,2220,3710,Timberline High School,"6120 Mullen Rd SE, Lacey, WA 98503-7147",34801,Capital Region ESD 113,34003,North Thurston Public Schools,"Public School,Regular School",P,High School,9,12,No,Congressional District 10,Legislative District 22,Thurston,47.007415,-122.799376,47.0081,-122.8006
-13584474.9936288,6055089.24035704,2221,5597,Timberline Middle School,"9900 Redmond Ridge Dr NE, Redmond, WA 98053-5007",17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 45,King,47.688041,-122.03149,47.687909,-122.03143
-13616019.6034934,5987502.83798884,2222,4570,Todd Beamer High School,"35999 16th Ave S, Federal Way, WA 98003-7414",17801,Puget Sound Educational Service District 121,17210,Federal Way School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 9,Legislative District 30,King,47.277469,-122.314377,47.2776,-122.3148
-13651693.9050118,6155336.26635491,2223,5034,Toddler Learning Center,"950 SE Regatta Dr, Oak Harbor, WA 98277-5451",29801,Northwest Educational Service District 189,15204,Coupeville School District,"Public School,Special Education School",S,PK Only,PK,PK,No,Congressional District 2,Legislative District 10,Island,48.290675,-122.63535,48.2906,-122.635268
-13675909.5013339,5850947.34932164,2224,2998,Toledo Elementary School,"311 S 6th St, Toledo, WA 98591",34801,Capital Region ESD 113,21237,Toledo School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 3,Legislative District 20,Lewis,46.439082,-122.852741,46.4388,-122.8528
-13675297.2440706,5852579.01903223,2225,2616,Toledo High School,"1242 State Route 505, Toledo, WA 98591-9619",34801,Capital Region ESD 113,21237,Toledo School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 3,Legislative District 20,Lewis,46.449257,-122.84743,46.4489,-122.8473
-13675575.542979,5851286.58241701,2226,3977,Toledo Middle School,"155 N 5th St, Toledo, WA 98591",34801,Capital Region ESD 113,21237,Toledo School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 3,Legislative District 20,Lewis,46.440824,-122.850207,46.4409,-122.8498
-13571378.815519,6047571.48495484,2227,4318,Tolt Middle School,"3740 Tolt Ave, Carnation, WA 98014-7537",17801,Puget Sound Educational Service District 121,17407,Riverview School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 12,King,47.642424,-121.914325,47.642428,-121.913785
-13295364.9390077,6224378.65158788,2228,5586,Tonasket Choice High School,"35 Hwy 20 E, Tonasket, WA 98855-9601",4801,North Central Educational Service District 171,24404,Tonasket School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 4,Legislative District 7,Okanogan,48.699937,-119.433262,48.701598,-119.43431
-13295163.4507596,6224497.05938591,2229,3176,Tonasket Elementary School,"35 Hwy 20 E, Tonasket, WA 98855-9601",4801,North Central Educational Service District 171,24404,Tonasket School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 4,Legislative District 7,Okanogan,48.699937,-119.433262,48.7023,-119.4325
-13295364.9390077,6224378.65158788,2230,2679,Tonasket High School,"35 Hwy 20 E, Tonasket, WA 98855-9601",4801,North Central Educational Service District 171,24404,Tonasket School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 4,Legislative District 7,Okanogan,48.699937,-119.433262,48.701598,-119.43431
-13295444.9778337,6224355.37511859,2231,4196,Tonasket Middle School,"35 Hwy 20 E, Tonasket, WA 98855-9601",4801,North Central Educational Service District 171,24404,Tonasket School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 4,Legislative District 7,Okanogan,48.699937,-119.433262,48.70146,-119.435029
-13295364.9390077,6224378.65158788,2232,5587,Tonasket Outreach School,"35 Hwy 20 E, Tonasket, WA 98855-9601",4801,North Central Educational Service District 171,24404,Tonasket School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 4,Legislative District 7,Okanogan,48.699937,-119.433262,48.701598,-119.43431
-13395529.1469432,5841679.99139054,2233,2900,Toppenish High School,"141 Ward Rd, Toppenish, WA 98948-9100",39801,Educational Service District 105,39202,Toppenish School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 4,Legislative District 14,Yakima,46.381239,-120.333704,46.3814,-120.3341
-13393213.7018885,5841986.59281826,2234,2264,Toppenish Middle School,"104 Goldendale Ave, Toppenish, WA 98948-1280",39801,Educational Service District 105,39202,Toppenish School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 4,Legislative District 14,Yakima,46.383325,-120.312984,46.3833,-120.3133
-13394671.9869514,5841518.62612497,2235,1831,Toppenish Pre School,"407 South Juniper Street, Toppenish, WA 98948-1061",39801,Educational Service District 105,39202,Toppenish School District,"Public School,Regular School",P,PK Only,PK,PK,No,Congressional District 4,Legislative District 14,Yakima,46.380503,-120.32605,46.3804,-120.3264
-13617065.9968724,6047583.38838933,2236,1579,Tops K-8 School,"2500 Franklin Ave E, Seattle, WA 98102-3264",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Alternative School",A,Other,K,8,No,Congressional District 7,Legislative District 43,King,47.642513,-122.324308,47.6425,-122.3242
-13597073.0135815,6084739.29522187,2237,4383,Totem Falls School,"14211 Snohomish Cascade Dr, Snohomish, WA 98296-8926",29801,Northwest Educational Service District 189,31201,Snohomish School District,"Public School,Regular School",P,Elementary School,K,6,Yes,Congressional District 1,Legislative District 44,Snohomish,47.867168,-122.144826,47.8669,-122.1446
-13600408.028547,6115979.17072276,2238,2813,Totem Middle School,"1605 7th St, Marysville, WA 98270-4672",29801,Northwest Educational Service District 189,31025,Marysville School District,"Public School,Regular School",P,Middle School,7,8,No,Congressional District 1,Legislative District 38,Snohomish,48.055068,-122.174603,48.054822,-122.174559
-13210498.2708279,5787312.45836755,2239,2160,Touchet Elementary & High School,"90 Champion St, Touchet, WA 99360-9533",11801,Educational Service District 123,36300,Touchet School District,"Public School,Regular School",P,K-12,K,12,Yes,Congressional District 5,Legislative District 16,Walla Walla,46.04377,-118.671472,46.043441,-118.671939
-13679681.2120532,5952248.70363781,2240,5259,Touchstone,"2010 Puget St NE, Olympia, WA 98506-3375",34801,Capital Region ESD 113,34111,Olympia School District,Institution,I,Other,6,12,No,Congressional District 10,Legislative District 22,Thurston,47.062265,-122.886664,47.062304,-122.886682
-13663408.3273194,5832357.97611753,2241,4264,Toutle Lake Elementary School,"5050 Spirit Lake Hwy, Toutle, WA 98649-9701",6801,Educational Service District 112,8130,Toutle Lake School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 3,Legislative District 20,Cowlitz,46.323654,-122.740506,46.3236,-122.7405
-13663408.3273194,5832357.97611753,2242,2560,Toutle Lake High School,"5050 Spirit Lake Hwy, Toutle, WA 98649-9701",6801,Educational Service District 112,8130,Toutle Lake School District,"Public School,Regular School",P,Other,7,12,No,Congressional District 3,Legislative District 20,Cowlitz,46.323654,-122.740506,46.3236,-122.7405
-13643239.88889,5971764.62210802,2243,5297,Transition Day Students,"8805 Steilacoom Boulevard Southwest, Lakewood, WA 98498",17801,Puget Sound Educational Service District 121,27400,Clover Park School District,"Public School,Regular School",P,Other,5,12,No,Congressional District 10,Legislative District 28,Pierce,47.181618,-122.560641,47.181595,-122.559324
-13065324.4925671,6049783.32828862,2244,5743,Trejo Dual Language Academy,"2900 E 1st Ave, Spokane, WA 99202-3914",32801,Educational Service District 101,32081,Spokane School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 5,Legislative District 3,Spokane,47.65601,-117.367762,47.655813842,-117.367820878
-13051151.1991146,6054938.83821809,2245,2653,Trent School,"3303 N Pines Rd, Spokane Valley, WA 99206-4612",32801,Educational Service District 101,32361,East Valley School District (Spokane),"Public School,Regular School",P,Elementary School,PK,6,No,Congressional District 5,Legislative District 4,Spokane,47.686993,-117.240534,47.687,-117.2405
-13047522.1839551,6057254.2378745,2246,3128,Trentwood School,"14701 E Wellesley Ave, Spokane Valley, WA 99216-1419",32801,Educational Service District 101,32361,East Valley School District (Spokane),"Public School,Regular School",P,Elementary School,PK,6,No,Congressional District 5,Legislative District 4,Spokane,47.700973,-117.207609,47.701,-117.2079
-13269360.9974811,5815449.99648422,2247,4118,Tri-Tech Skills Center,"5929 W Metaline Ave, Kennewick, WA 99336-1494",11801,Educational Service District 123,3017,Kennewick School District,"Public School,Vocational/technical school",V,High School,9,12,No,Congressional District 4,Legislative District 8,Benton,46.21833,-119.200654,46.218609,-119.200712
